2019/05/08 08:00:11 [I] PING DATABASE sqlite3
2019/05/08 08:00:11 [I] [SQL] SELECT name FROM sqlite_master WHERE type='table' and name = ? []interface {}{"version"}
2019/05/08 08:00:11 [I] [SQL] CREATE TABLE IF NOT EXISTS `version` (`id` INTEGER PRIMARY KEY AUTOINCREMENT NOT NULL, `version` INTEGER NULL)
2019/05/08 08:00:11 [I] [SQL] SELECT name FROM sqlite_master WHERE type='table' and name = ? and ((sql like '%`id`%') or (sql like '%[id]%')) [version]
2019/05/08 08:00:11 [I] [SQL] SELECT name FROM sqlite_master WHERE type='table' and name = ? and ((sql like '%`version`%') or (sql like '%[version]%')) [version]
2019/05/08 08:00:11 [I] [SQL] SELECT `id`, `version` FROM `version` WHERE `id`=? LIMIT 1 []interface {}{1}
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [pull_request]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [pull_request]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [comment]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [comment]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [attachment]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [attachment]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [label]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [label]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_label]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_label]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [milestone]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [milestone]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [mirror]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [mirror]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [release]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [release]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [login_source]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [login_source]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [webhook]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [webhook]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [hook_task]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [hook_task]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [team]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [team]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [org_user]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [org_user]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [team_user]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [team_user]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [team_repo]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [team_repo]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [notice]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [notice]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [email_address]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [email_address]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [notification]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [notification]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_user]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_user]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [lfs_meta_object]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [lfs_meta_object]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [two_factor]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [two_factor]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [gpg_key]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [gpg_key]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repo_unit]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repo_unit]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repo_redirect]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repo_redirect]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [external_login_user]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [external_login_user]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [protected_branch]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [protected_branch]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [user_open_id]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [user_open_id]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_watch]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_watch]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [commit_status]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [commit_status]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [stopwatch]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [stopwatch]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [tracked_time]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [tracked_time]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [deleted_branch]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [deleted_branch]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repo_indexer_status]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repo_indexer_status]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_dependency]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_dependency]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [lfs_lock]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [lfs_lock]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [reaction]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [reaction]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_assignees]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_assignees]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [u2f_registration]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [u2f_registration]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [team_unit]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [team_unit]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [review]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [review]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [topic]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [topic]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repo_topic]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repo_topic]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [version]
2019/05/08 08:00:12 [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [version]
